,sypnopsis,Action,Adventure,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Historical,Horror,Kids,Magic,MartialArts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,SliceofLife,Space,Sports,SuperPower,Supernatural,Thriller,Vampire
5910,base shounen manga fujiko fujio note screen triple feature doraemon nobita daimakyou ninja hattori kun nin nin ninpo enikki maki,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5911,note screen double feature doraemon nobita ryuu kishi pro golfer saru kouga hikyou kage ninpou golfer sanjou,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
5912,science fiction action series future battle planetary police force international crime syndicate series denote  episode case episode  colored version original monochrome episode  skyer  change dialogue story episode account original entry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5913,story dim country boy dream make high school baseball championship koshien  minute episode run monday saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5915,series focus goby fish hazedon offspre mermaid blowfish goal travel world adventure good friend puyang,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5917,animate biographical film life takae tsuneo deal heavy blow lose arm work help people disabilitie age seventeen tsuneo electrocute job instal power line arm amputate decide devote life poetry literature begin practice write hold pen mouth eventually get job newspaper reporter turn attention people deal disability,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5918,ryouma sakamoto want know passion rock n roll roam town electric guitar willing encounter skilled famous shinsengumi star admire unfortunately japan allow group heaven song write perform different type music forbid lead harsh consequence agitate strict rule brainwash ryouma people music loves bring freedom deserve bandmate shinsaku takasugi kogoru katsura ryouma work hard find place rock n roll group perform refuse music accept japan trio begin realize passion think,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5922,short film tell story young boy result see dog corpse interested body live thing start develop phobia long manner thing begin appear grotesque,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5923,kei oyama grim consultation room medical diagnosis trigger wave traumatic fantasy portray greyish pencil drawing waver leave long rain,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5924,gestalt shoot course year tokyo dormitory day ishida paint wall photograph available light window  minute long film accompany haunt organ music compose j.s bach consist second film ishida shoot daily,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5925,tetsuji kurashige nightmarish u sa gui    begin cite section brillat savarin  treatise physiology taste renowne french epicure suggest stimulate food meat particular influence dream film depict macabre game play rabbit blindfold woman rabbit face old fashioned illustrate board game land square woman eat food indicate illustration choose correctly die pop mouth land floor give rabbit,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5927,eon ago cube like peaceful planet name quarton populated shape shift live brick call tenkai ravage war opposite faction corekai corrupt lead ruthless warlord vilius desire obtain source tenkai energy purpose one strong defeat tenkai knights bravenwolf tributon valorn lydendor face defeat vilius unleash mighty tenkai dragon later defeat knight fragment scatter planet hero see corrupt return powerful planet earth year  teenage human name guren ceylan toxsa chooki find interdimensional portal quarton choose guardians new generation tenkai knights prevent vilius control world,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
5928,hold power hear voice fragment image future good thing bad thing glasslip follow life touko fukami aspire glass artist bear glass artisan family enjoy worry free life fukui save fragment image see occasion th summer meet transfer student kakeru okikura school favorite café call kazemichi friend voice future lead kakeru touko arrival disrupt mediocre existence friend face unforgettable summer hope affection heartache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5929,film story set doll kingdom doll reside happiness charge precure ask help woman name tsumugi sudden appearance saiark begin wreck havoc kingdom mysterious man black fang dwell shadow,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5930,story depict interaction child island teacher yoshioka makotoware unable speak childhood accident movie base good sell novel shizuka ijuin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5931,family tanuki dig food snow find bamboo shoot bring home find peel bamboo shoot turn spirit curse tanuki family turn snow,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5932,yuuki akamatsu live normal high school life cousin ayaka nikaidou convince join journalism club life consultant new job manage advice column school weekly newspaper help social soon yuuki join girl smart shy rino endou athletic outgoing ikumi suzuki culture sweet fumi kujou solve personal problem anonymously ask advice new life consultant unique perspective able reach solution hold debate social experiment week time goes slowly come realize guide student trouble work problem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5933,dark void know lightless realm group child meet bond separate return dimension year later child reunite fight admonition monster originate void robot know vess effort slow encroach expand lightless realm infecting world live drastic turn new foe appear form corpse song rumor kill hear day corpse song hear group begin pull away catch personal problem ultimately threaten fate humanity,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5934,little girl wait day special ticket grant entry world pripara pripara world music fashion daily audition chance pop idol laala manaka friend classmate aspire idol school forbid elementary school student participate idol competition luckily laala interested watch idol show despite manage bumble way pripara world debut fresh new talent tell life loud laala finally find place loud want sing heart possibility legendary prism voice adventure fashion music await laala climb way way cut beloved pop idol world pripara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
5935, todoufuken r base anime  todoufuken air  new character d ken todoufuken play word prefecture dog mean word,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5936,anime tell original story set  year novel story take place fictional theater call hollywood tokyo harajuku members idol group shounen hollywood develop talent diligent work study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5937,new ova series hayate gotoku manga th anniversary project episode bundle volume   manga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5938,peace finally return ikebukuro odd occurrence common sight city case police constant pursuit celty sturluson headless rider place large bounty ignite motivation gang member begin search supernatural creature mikado ryuugamine approached aoba kuronuma mysterious underclassman unknown intention reveal know mikado true identity ikebukuro state tranquility short live new threat appear form murderer go pseudonym hollywood know wear different mask time commit crime event take place prove connected ikebukuro throw conflict threaten engulf entire city chaos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5939,base capcom  game sengoku basara  sengoku basara judge end depict epic battle sekigahara,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5940,group friend nonoka komiya koharu shiihara shione togawa twin yuzuki souta mizusaka attempt summon fly saucer grant wish think fail call day soon afterward nonoka abruptly move kiriya city break bond circle little group know successful saucer float sky waiting fulfill purpose seven year later nonoka return kiriya forget life meet noel little girl wear strange clothe nonoka begin remember past friend leave strive reforge sever relationship uncover mystery connect noel saucer wish cherish,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5941,anime adaptation kantoku fuyuki todoki essay manga queen manga world moyoco anno comedic heartwarming autobiographical story follow everyday married otaku lifestyle hideaki anno founder otaku cult,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5942,summer break amusement club live akari akaza kyouko toshinou chinatsu yoshikawa yui funami find camping tent decide good use spending weekend outside mountain student council member catch wind invite come long journey group arrive destination ready trip engage classic camping activity outdoor cooking test courage finish visit hot spring extravagant trip like happen day amusement club sure savor moment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5943,ova include special edition volume  mikakunin de shinkoukei manga mashiro kobeni share story past kobeni retell episode childhood benio nadeshiko mashiro describe day home mountain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
5944,run new stepsister bathroom good way good impression basara toujou learn hard way father suddenly bring home beautiful girl introduce new sibling choice accept family naruse sister busty redhead mio petite silver haired maria seemingly normal girl reveal demon mio demon lord daughter maria trust succubus servant basara force reveal member clan hero swear enemy demon having begin care new sister basara instead decide protect power form master servant contract mio watch hero observe constant threat hostile demon basara impossible protect new family member protector hide dark secret haunt day,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5946, ad yamato try leave large magellanic cloud galaxy receive cosmo reverse system destination iscandar suddenly encounter mysterious group edge large magellanic cloud crew find group call gatlantis leader gutaba expeditionary force commander call goran dagaamu thunder commander demand yamato hand yamato wanting hurry earth escape fray yamato attack devastating beam weapon call flame direct attack cannon transcend space yamato able retreat end getting lose find strangely colored irregular dimension crew decide turn engine ship explore mysterious planet order collect information kodai kiryū sawamura niimi aihara land planet see arrive ship suppose dagaamu chase trace yamato warp reach strangely colored space planet yamato land fact dagaamu look,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5947,gugure kokkuri san eccentric comedy center self proclaim doll kohina ichimatsu uneventful life go plain absurd summon fox spirit kokkuri san contrary popular belief omniscient answer grant spirit legend anymore loss believer modern society render powerless meeting bizarre girl summon kokkuri san shocked discover kohina live survive cup ramen fill concern young girl take ensure kohina proper meal live decent life begin kokkuri san hopeful endeavor peculiar life,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5948,year regild century  entire millennium pass end fabled universal century legend like amuro ray char aznable rule battlefield ace mobile suit pilot earth surface hotly contest abandon humanity prefer live space colony surface moon capital guard academy student bellri zenam live peaceful academic life normal day bring end capture pirate pilot aida surugan mobile suit g self bellri feel strong mental connection g self discover able pilot soon find contention capital guard radical faction follow secret agenda despite wish amerian army hold power earth join crew amerian spaceship megafauna bellri aida pilot g self victory capital guard leader charismatic colonel kunpa rushita enigmatic captain mask,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5949,samurai witness dance maiden kidnapped ruffian rescue poor damsel take spring flower dance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5950,learn different language continue interest shinobu friend new school year bring unexpected difficulty new different distract study alice yoko have trouble adjust different class shinobu aya karen get new homeroom teacher help teacher have trouble figure friendly student craziness ensue take right mutual experience bring experience think gang new adventure certain warm heart fun friendship grow hello kinmoza,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
5951,music accompany path human metronome prodigious pianist kousei arima pass mother saki arima kousei fall downward spiral render unable hear sound piano year later kousei avoid piano leave admirer rival live colorless life alongside friend tsubaki sawabe ryouta watari change meet beautiful violinist kaori miyazono stir world set journey face music base manga series shigatsu wa kimi uso approach story kousei recovery discover music play note perfectly single melody bring fresh spring air april,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
5953,tomoya aki otaku obsess collect anime light novel year attach series captivate story character want chance provide experience create game unfortunately tomoya task successfully recruit childhood friend eriri spencer sawamura illustrate literary elitist utaha kasumigaoka write script visual novel direct super group hand tomoya need inspiration base project luckily meet beautiful docile megumi katou model main character knowledge tomoya create new doujin circle hope touch heart play game realize invoke emotion creator experience feeling live,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5954,war terror explode literally day sarajevo destroy homemade nuclear device lead democracy transform total surveillance state develop world drown wave genocide mysterious american john paul collapse world system intelligence agent clavis shepherd track john paul wreckage civilization find true heart darkness genocidal organ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5955,year half event original sci fi psychological thriller akane tsunemori continue work inspector enforce sibyl system judgment join new enforcer junior inspector mika shimotsuki young woman blindly inflexibly loyal sibyl akane ponder nature job legitimacy sibyl verdict disturb new menace emerge mysterious figure discover way control crime coefficient number compile mental scan allow sibyl gauge psychological health identify potential criminal mean able murder enforcer leave cryptic clue wc scrawl blood wall akane rest division  soon find play deadly game new foe come face face conspiracy threaten authority sibyl system foundation akane conviction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5956,paint red word von leave terrorist attack nuclear facility japan government shatter inability act police leave frantically search way crack perpetrator public clueless month later strange video make way internet teenage boy identify sphinx directly challenge police threatening cause destruction mayhem tokyo unable stop mass panic quickly spread city desperate lead investigation police struggle act effectively terrorist detective kenjirou shibazaki catch middle zankyou terror tell story boy mask figure sphinx exist stand strong world deception secret city fall hope bury tragic truth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5957,chiyo sakura cheerful high school girl fall head heel oblivious umetarou nozaki chiyo confusion confesse belove nozaki hand unfamiliar autograph turn stoic teenage boy actually respect shoujo mangaka publish pen sakiko yumeno series misunderstanding lead chiyo nozaki manga assistant hilarious event ensue befriend quirky schoolmate include seemingly shameless fellow assistant mikoto mikoshiba prince school yuu kashima gekkan shoujo nozaki kun follow chiyo strive help nozaki manga hope eventually notice feeling,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5958,film continuation spinoff  lupin iii woman call fujiko television anime series lupin jigen sights set treasure worth steal call little comet locate country east doroa country fortify border singer name queen malta got assassinate neighboring country west doroa visit despite country enemy lupin jigen plan steal treasure heist jigen got kill skilled sniper name yael okuzaki specialty prepare tombstone target execute kill say survive yael make grave target,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5959,previously assistant miare city professor platane alain lizardon set journey strong master power mega evolution investigate mystery phenomenon behest enigmatic fleur de lis alain lizardon travel kalos hoenn search capable trainer use mega evolution order improve help fleur de lis research way meet young girl name manon harimaron decide accompany alain reluctantly agree pokemon xy mega evolution follow alain lizardon journey strong user mega evolution fight legendary monster protect ambition fleur de lis safety important,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,spend summer vacation junior high school student kazuki ride bullet train hiroshima stay aunt arrive hiroshima aunt narrate tragic past happen day atomic bomb fall aunt overcome lot hardship learn value peace courage lose,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5961,rail war take place alternate universe japanese government remain control nation railway system stability afford leadership government railway system allow flourish naoto takayama aspire employee japan national railway comfortable life enable live order accomplish enter training program student demonstrate knowledge train ability ready challenge arise time period encounter student athletically gift aoi sakura constantly hungry sho iwaizumi human encyclopedia haruka komi work survive trainee period take purse snatcher bomb threat loom specter extremist rj group want privatize railway system,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5962,king valiante kingdom launch hunt exterminate user witchcraft seventeen year later pursuit grow size brutality unbeknownst citizen target witch hunt secret protector humanity know makai knight alchemist strong protect people horror demon possess soul plague sadness pain makai knight  year old leon luis inherits legendary armor golden knight garo mother possess great power struggle overcome hatred bear mother death hand kingdom father german know zoro shadow cut knight training leon call investigate upsurge horror kingdom capital german know leon wavering decide bring leon continue train german leon head capital king amiable son alfonso san valiante struggle find solution grow horror threat double cross banish kingdom return home alfonso set find help strength need reclaim throne search come leon interaction prince forever change fate,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5963,grandpa danger world great protector grandpa danger expert fall cliff deal principal suffer severe inferiority complex escape hidden danger sleep nonsensical utterly disgusting relentless prankster grandpa danger excessive phlegm fart frustrate grandson hilarious extreme laugh stomach split,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5964,behest queen earl ciel phantomhive host lavish dinner party attend fine member polite society struggle author arthur party reach high terrible murder take place earl suspect crime violent storm rage outside death count continue climb phantomhive household eminent guest find cooperate order solve mystery fall prey mysterious murderer perfect butler sebastian michaelis safe horror,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5965,trap world eld tale month shiroe adventurer begin hang thing new environment adventurer start gain trust people land akiba flourish thank law order establish shiroe round table alliance regain everyday liveliness despite success alliance face new crisis run fund govern akiba spy minami district infiltrate city formidable force rise district need discover vast new world trap lead shiroe decide time come venture outside city accompany friend naotsugu sage mirror lake regan calculative shiroe make hope unravel new possibility eventually find way home,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5966,kingdom arandas alliance country unification ingelmia war year fortress great wall remain firmly close creak open complexion war start change dramatically new recruit susumu tokimune wait battle take lead thinking possibility trap fatal encounter engineer jamie hazaford silver trailkrieger argevollen encounter take place corner world fight norm small coincidence go change future tokimune independent th platoon course war,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5967,second season space dandy space dandy dandy guy space dreamy adventurer die pompadour travel galaxy search alien lay eye new specie discover earn hefty reward dandy quick foot come serve accompanied sidekick rundown robot name qt meow cat look space alien dandy bravely explore unknown world inhabited variety alien join well dress alien hunter space time embarks adventure end edge universe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5968,time ago influential powerful toue inc buy island midorijima japan plan build platinum jail luxurious utopian facility lucky home wealthy citizen world original resident island force relocate old residential district completion platinum jail completely abandon rib rhyme common game play island rib old school game gang engage turf war rhyme technologically advanced game participant fight virtual reality able play rhyme mate match mediate usui aoba seragaki interest playing game prefer live peaceful life grandmother mate ren get forcefully drag dangerous rhyme match hearing rumor disappear rib player aoba hope live normal life completely abolish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5969,island jambe subarna introverted boy give magic crown help crown soon people hero know kind heartedness enrage rupia island young prince subarna arrest,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5971,base manga mizuho shuushi story show realistic portrayal japanese bike gang member try live social expectation legend,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5973,unaired miniature theater    include kitakubu katsudou kiroku dvd bd volume   ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5974,sakura mizukami show kazama household ask favor kenji kazama sister noe end unwillingly participate footrace local shrine intent win prize spring water appear year sakura recruit kazama sibling guarantee victory sakura clubmate chitose karasuyama roka shibasaki enter race girl competitive energy unleashed contest immediately develop battle victor certain noe feed sakura constant teasing interest helping win battle rage field divide team member,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5975,take place year tv series episode zero follow hiroomi nase mission subdue infamous half human half youmu akihito kanbara curious mission hiroomi little sister mitsuki tag sibling meet akihito time soon discover one seek akihito begin story kyoukai kanata,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5976,tokyo japan year  year city host  olympic game city shutoko metropolitan highway system dismantle renovate new area facility construct feverish pace complete work time game hyuga corporation massive firm succeed pioneer practical use artificial muscle fiber launch numerous product supplement human muscle function midst massive surge profit headquarters national route  tokyo gaien mae district hyuga corp secretly develop powered suit give people average level physical fitness superior skill ability select group professional athlete company plan completely dominate competitor monopolize industry dan amo works general affairs department hyuga corp day nondescript salaryman night relish sense fulfillment motorcycle lifestyle bring night come route  group mysterious rider black suit frequently appear freelance journalist makina mikage tail figure appear scene kotaro hyuga heir hyuga corp presidency thread inescapable fate begin draw young rider,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5977,story follow dera return southern island usagiyama shopping district depict gentle slapstick daily life prince choi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5978,anticipate card game duel master return  year battle past season katta kirifuda strong duelist year  middle school student lose passion duel  year dream curry bread day encounter baseball ace hokaben mysterious duelist reunion childhood friend lulu takigawa rekindle duel spirit return journey strong duelist new friend rival katta passionate duelist soul great battle begin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5979,month incident yokohama thing settle cafe murasaki hajime team start investigate unforeseen reunion art hold nice gunpoint real intention connection art hamatora,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5980,shouta handa jobless  year old sick tired boring life evening class reunion get meet cute girl classmate soon discover successful interesting career importantly beautiful big curve unfortunately aware boring unsuccessful life mock loser like old day change shouta go walk smoke accidentally fall school swimming pool trigger supernatural phenomenon take year past find swimming pool swimming class surround female classmate bikinis shouta go deal cuteness closeness grow man boy body,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5982,bundle volume manga series love stage write eiki eiki ova take place right final episode love stage anime series base manga volume  ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5983,unaired th episode sekai seifuku bouryaku zvezda include volume  bd dvd special kate company launch idol unit,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5984,wereman shushu life turn upside father tell despite tell entire life fact female wereman certify wereman public servant let father retire enroll monster academy meet juzu son monster king found school fear status secret expose monster prince find juzu fact stupid kind want friend eye student shushu juzu inconspicuous life shushu direly desire go drain note episode begin stream december   celebrate release manga compile book volume ship japan day,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5985,anime follow tsukasa dream well gigant shooter    world menko card father leave call king menger partner tsukasa fellow gamer cute tsundere koide miruko spectacle bully numata manabu realist sharp tongue doumoto ataru,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5987,pseudo historical movie follow modern day elementary schooler toss time observe aterui real leader ainu    fight imperial court,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5988,base child book sunada hiroshi musuke shorty sato shortstop local junior baseball team egg ask mother look money foolishly lend tower dump school bad boy enlist help pitcher pretty little sister,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5989,gudetama egg dead world completely lack motivation matter cooking method use gudetama remain unmoved,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5990,dayan cat come wachi field earth snow magic wachi field originally earth separate snow god war god titan destroy land war earth time flow fast wachi field life slow animal fairy mischief,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5991,story begin hanabi sixth grade girl adult child deal issue accidentally witness homeroom teacher kiss worrying experience physiological change friend manga depict  year old girl innocent worry love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5992,summary akage anne series air tv special anne orphan imagination arrive new home learn sensible person time unique character change attract people story cover anne growth seventeen year old make friend go school study difficult point life anne hard choice find new dream,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5993,uzuki shimamura aspire student dream idol fail audition producer  production tell uzuki choose cinderella project new idol group project lack member producer need scout suitable candidate producer eye fall rin shibuya midst incident upset crowd impose producer defend take interrogation police release explanation take opportunity scout rin cinderella project reject producer able find member idol group,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5995,boy cop like play testicle sentence people death occasionally transform deer elephant,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5996,boy cop like play testicle sentence people death occasionally transform deer elephant,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5997,animate child story nonconformist brave frog bunna want challenge community status quo learn world outside,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5998,kakuei kakkun tanaka superhero hang friend misadventure prime minister japan visit new york prevent nuclear war,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
